Entity,Code,Year,Transport,Forestry,Energy,Other sources,"Agriculture, Land Use & Forestry",Waste,Residential & commercial,Industry,total CO
Afghanistan,AFG,1990,607277,0,277412.2,0,0,0,918414.8,118810.1,1921914.1
Afghanistan,AFG,1991,531458.8,0,270127.8,0,0,0,690875.1,129749.1,1622210.8
Afghanistan,AFG,1992,376129.4,0,154580.4,0,0,0,373454.6,141625.6,1045790
Afghanistan,AFG,1993,323714.1,0,151712.6,0,0,0,325806.2,124728,925960.9
Afghanistan,AFG,1994,310399.8,0,146342.6,0,0,0,265081.3,147071.6,868895.3
Afghanistan,AFG,1995,310717.6,0,119581.6,0,0,0,275202.1,148731.7,854233
Afghanistan,AFG,1996,305052.7,0,111997.1,0,0,0,211782.1,148385.1,777217
Afghanistan,AFG,1997,304459.4,0,95476.5,0,0,0,235946.5,147517.8,783400.2
Afghanistan,AFG,1998,291362.9,0,91688.2,0,0,0,217061.3,145077.4,745189.8
Afghanistan,AFG,1999,280793.8,0,101863.6,0,0,0,245846.5,144272.4,772776.3
Afghanistan,AFG,2000,269170,0,96700,0,0,0,182000,147590,695460
Afghanistan,AFG,2001,260880,0,101100,0,0,0,93200,128380,583560
Afghanistan,AFG,2002,250000,0,87600,0,0,0,30100,134490,502190
Afghanistan,AFG,2003,199590,0,74200,0,0,0,22500,140310,436600
Afghanistan,AFG,2004,229590,0,82000,0,0,0,17000,144240,472830
Afghanistan,AFG,2005,234960,0,84000,0,0,0,54200,146960,520120
Afghanistan,AFG,2006,204150,0,74200,0,0,0,51200,142280,471830
Afghanistan,AFG,2007,196530,0,70200,0,0,0,94300,146100,507130
Afghanistan,AFG,2008,195140,0,70300,0,0,0,103000,148220,516660
Afghanistan,AFG,2009,182080,0,65700,0,0,0,120000,150840,518620
Afghanistan,AFG,2010,169140,0,61000,0,0,0,136000,157760,523900
Albania,ALB,1990,718568.4,-481445,2924790.9,0,121000,1244.1,2102810.1,531553.4,5918521.9
Albania,ALB,1991,541824.6,-482635.2,2008902.3,0,121000,1136.1,1330299.9,343632.3,3864160
Albania,ALB,1992,416852.4,-483831.3,1156076.9,0,121000,1132.4,579624.8,162280,1953135.2
Albania,ALB,1993,516002.2,-485033.3,1072319.4,0,121000,1197.2,394687.3,177360.8,1797533.6
Albania,ALB,1994,643735.5,-486241.4,1138957.5,0,121000,1263.9,335422,199257.5,1953395
Albania,ALB,1995,634726.8,-487455.4,891362.3,0,121000,1333.1,330249.1,196164.2,1687380.1
Albania,ALB,1996,630823.8,-488675.5,783001,0,121000,1408.6,463908.3,180410.9,1691877.1
Albania,ALB,1997,498070.7,-489901.8,561377.6,0,121000,1386.6,380715.1,148464.2,1221112.4
Albania,ALB,1998,750803.2,-491134.2,637974,0,121000,1485.9,300051.7,120896.3,1441076.9
Albania,ALB,1999,1422685.1,-492372.8,768953.1,0,121000,1580.2,810869.7,144911.1,2777626.4
Albania,ALB,2000,1487000,-493617.7,812088,0,121000,1670,835000,125580,2888720.3
Albania,ALB,2001,1567000,733333.3,853173,0,890000,1760,881000,189920,5116186.3
Albania,ALB,2002,1788100,733333.3,792276,0,889000,1830,1270000,260510,5735049.3
Albania,ALB,2003,1949300,733333.3,776331,0,891000,1920,1210000,344140,5906024.3
Albania,ALB,2004,1820000,733333.3,739840,0,889000,2020,881000,358290,5423483.3
Albania,ALB,2005,2384000,733333.3,824110,0,889000,2120,1170000,308640,6311203.3
Albania,ALB,2006,1930000,-642819.5,1027250,0,-210000,2180,1040000,344790,3491400.5
Albania,ALB,2007,2124800,-643823.4,888410,0,-198000,2250,879000,499350,3551986.6
Albania,ALB,2008,2344000,-644830.5,820450,0,-209000,2320,649000,509910,3471849.5
Albania,ALB,2009,2376500,-645840.7,717060,0,-211000,2390,597000,488860,3324969.3
Albania,ALB,2010,2393200,-646854.1,865980,0,-211000,2460,668000,534510,3606295.9
Algeria,DZA,1990,11901658.6,-37651.3,42686709.4,0,880000,0,10880928.3,4024615,70336260
Algeria,DZA,1991,12654625.6,-37216.6,44890519.2,0,880000,0,12234357.8,4038259.7,74660545.7
Algeria,DZA,1992,12758692.5,-36777.2,49831837.6,0,880000,0,12327017.3,4687650.2,80448420.4
Algeria,DZA,1993,13166005.6,-36333.2,50213751.2,0,880000,0,12580553.7,4473420.3,81277397.6
Algeria,DZA,1994,12140610.9,-35884.4,49839422.7,0,880000,0,12125971.2,3819867.1,78769987.5
Algeria,DZA,1995,11918589.3,-35430.8,53013376.1,0,880000,0,11739706.4,3764545.4,81280786.4
Algeria,DZA,1996,12201157.7,-34972.3,51762781.3,0,880000,0,11520128.4,3938530.6,80267625.7
Algeria,DZA,1997,12562078,-34508.7,50278716.4,0,880000,0,10840759.1,4522399.5,79049444.3
Algeria,DZA,1998,12385508.9,-34040.1,49427487.6,0,880000,0,12371994.7,4557925.4,79588876.5
Algeria,DZA,1999,12863171.6,-33566.3,50805254.1,0,880000,0,13101951.1,4852517.7,82469328.2
Algeria,DZA,2000,13530000,-33087.3,51083000,0,880000,0,12800000,5187510,83447422.7
Algeria,DZA,2001,13380000,-727806.6,49595000,0,513000,0,13300000,5143920,81204113.4
Algeria,DZA,2002,13400000,-730157.9,50401000,0,513000,0,14200000,5606440,83390282.1
Algeria,DZA,2003,14868000,-732535.1,53213000,0,513000,0,15200000,5554960,88616424.9
Algeria,DZA,2004,15448000,-734938.6,50252000,0,513000,0,17200000,6318280,88996341.4
Algeria,DZA,2005,15980000,-737368.9,51467000,0,513000,0,19000000,7050910,93273541.1
Algeria,DZA,2006,16440000,-6746666.7,54970000,0,-6747000,0,19400000,7610430,84926763.3
Algeria,DZA,2007,18730000,-6746666.7,53999000,0,-6747000,0,21200000,8159250,88594583.3
Algeria,DZA,2008,20010000,-6746666.7,55679000,0,-6747000,0,22100000,8589480,92884813.3
Algeria,DZA,2009,33260000,-6746666.7,56987000,0,-6747000,0,13500000,8818300,99071633.3
Algeria,DZA,2010,33530000,-6746666.7,57519000,0,-6747000,0,13200000,10070820,100826153.3
American Samoa,ASM,1990,,-5.8,0,0,14000,0,0,10631.4,24625.6
American Samoa,ASM,1991,,-5.8,0,0,14000,0,0,10935.2,24929.4
American Samoa,ASM,1992,,-5.8,0,0,14000,0,0,11219.5,25213.7
American Samoa,ASM,1993,,-5.9,0,0,14000,0,0,11485.2,25479.3
American Samoa,ASM,1994,,-5.9,0,0,14000,0,0,11732.4,25726.5
American Samoa,ASM,1995,,-5.9,0,0,14000,0,0,11964.9,25959
American Samoa,ASM,1996,,-5.9,0,0,14000,0,0,12179.6,26173.7
American Samoa,ASM,1997,,-5.9,0,0,14000,0,0,12379,26373.1
American Samoa,ASM,1998,,-5.9,0,0,14000,0,0,12577.6,26571.7
American Samoa,ASM,1999,,-5.9,0,0,14000,0,0,12793.8,26787.9
American Samoa,ASM,2000,0,-5.9,0,0,14000,0,0,13075.9,27070
American Samoa,ASM,2001,0,-5.9,0,0,14000,0,0,13279.5,27273.6
American Samoa,ASM,2002,0,-6,0,0,14000,0,0,13683.2,27677.2
American Samoa,ASM,2003,0,-6,0,0,14000,0,0,13988.1,27982.1
American Samoa,ASM,2004,0,-6,0,0,14000,0,0,14293,28287
American Samoa,ASM,2005,0,-6,0,0,14000,0,0,14596.8,28590.8
American Samoa,ASM,2006,0,-6,0,0,14000,0,0,15001.7,28995.7
American Samoa,ASM,2007,0,-6,0,0,14000,0,0,15305.5,29299.5
American Samoa,ASM,2008,0,-6,0,0,14000,0,0,15610.3,29604.3
American Samoa,ASM,2009,0,-6,0,0,14000,0,0,16015.2,30009.2
American Samoa,ASM,2010,0,-6.1,0,0,14000,0,0,16319.1,30313
Angola,AGO,1990,1016810.5,147864.9,9173520.7,0,83384000,0,661675.4,165878.8,94549750.3
Angola,AGO,1991,1255872.6,148167.6,9101825.7,0,83384000,0,687495.2,169839,94747200.1
Angola,AGO,1992,1188087.2,148471.5,9216331.9,0,83384000,0,617475.3,195163.6,94749529.5
Angola,AGO,1993,1211474.9,148776.6,9564534.4,0,83384000,0,515511.4,139834.4,94964131.7
Angola,AGO,1994,1540101.5,149083,8449631.1,0,83384000,0,633540.7,162323.7,94318680
Angola,AGO,1995,1069100.6,149390.6,10250864.6,0,83384000,0,667165.8,161803.9,95682325.5
Angola,AGO,1996,989519.5,149699.5,12573139.3,0,81980000,0,911799.2,148235.1,96752392.6
Angola,AGO,1997,1051507.4,150009.7,13155783.9,0,79158000,0,910303.9,161837.1,94587442
Angola,AGO,1998,835374.5,150321.2,13752200.9,0,83774000,0,1011832,182833,99706561.6
Angola,AGO,1999,1156976.8,150634,14073405.5,0,79218000,0,1255776.7,182450.7,96037243.7
Angola,AGO,2000,1070000,150948.1,13210000,0,82397000,0,1050000,182180,98060128.1
Angola,AGO,2001,1200000,151263.5,12695000,0,71491000,0,1170000,267670,86974933.5
Angola,AGO,2002,1480000,151580.2,12171000,0,84023000,0,1200000,285530,99311110.2
Angola,AGO,2003,3178000,151898.3,11790000,0,86993000,0,1180000,328440,103621338.3
Angola,AGO,2004,2970000,152217.7,12879000,0,93722000,0,1230000,349360,111302577.7
Angola,AGO,2005,2328000,152538.4,12038000,0,94768000,0,936000,581390,110803928.4
Angola,AGO,2006,3028000,152860.5,10377000,0,75215000,0,1830000,599320,91202180.5
Angola,AGO,2007,3982000,153183.9,9955000,0,91412000,0,1940000,604260,108046443.9
Angola,AGO,2008,3634000,153508.8,9731000,0,77597000,0,2340000,598290,94053798.8
Angola,AGO,2009,4264000,153835,9661000,0,77734000,0,2760000,599210,95172045
Angola,AGO,2010,5787000,154162.6,9181000,0,81041000,0,3000000,655180,99818342.6
Anguilla,AIA,1990,,-15504.2,0,0,-16000,0,0,0,-31504.2
Anguilla,AIA,1991,,-15504.2,0,0,-16000,0,0,0,-31504.2
Anguilla,AIA,1992,,-15504.2,0,0,-16000,0,0,0,-31504.2
Anguilla,AIA,1993,,-15504.2,0,0,-16000,0,0,0,-31504.2
Anguilla,AIA,1994,,-15504.2,0,0,-16000,0,0,0,-31504.2
Anguilla,AIA,1995,,-15504.2,0,0,-16000,0,0,0,-31504.2
Anguilla,AIA,1996,,-15504.2,0,0,-16000,0,0,0,-31504.2
Anguilla,AIA,1997,,-15504.2,0,0,-16000,0,0,0,-31504.2
Anguilla,AIA,1998,,-15504.2,0,0,-16000,0,0,0,-31504.2
Anguilla,AIA,1999,,-15504.2,0,0,-16000,0,0,0,-31504.2
Anguilla,AIA,2000,0,-15504.2,0,0,-16000,0,0,0,-31504.2
Anguilla,AIA,2001,0,-10326.1,0,0,-10000,0,0,0,-20326.1
Anguilla,AIA,2002,0,-10326.1,0,0,-10000,0,0,0,-20326.1
Anguilla,AIA,2003,0,-10326.1,0,0,-10000,0,0,0,-20326.1
Anguilla,AIA,2004,0,-10326.1,0,0,-10000,0,0,0,-20326.1
Anguilla,AIA,2005,0,-10326.1,0,0,-10000,0,0,0,-20326.1
Anguilla,AIA,2006,0,52439.7,0,0,52000,0,0,0,104439.7
Anguilla,AIA,2007,0,52439.7,0,0,52000,0,0,0,104439.7
Anguilla,AIA,2008,0,52439.7,0,0,52000,0,0,0,104439.7
Anguilla,AIA,2009,0,52439.7,0,0,52000,0,0,0,104439.7
Anguilla,AIA,2010,0,52439.7,0,0,52000,0,0,0,104439.7
Antigua and Barbuda,ATG,1990,50510.7,-28107.6,93163,0,-18000,0,129146.1,47259.1,273971.3
Antigua and Barbuda,ATG,1991,52616,-28189.5,99505.7,0,-18000,0,120739.8,47832.6,274504.6
Antigua and Barbuda,ATG,1992,54827.5,-28271.8,104268.4,0,-18000,0,110567.8,48668.6,272060.5
Antigua and Barbuda,ATG,1993,53266.4,-28354.7,102143.5,0,-18000,0,100544.8,49696.5,259296.5
Antigua and Barbuda,ATG,1994,57185.1,-28438,111349.1,0,-18000,0,106484.6,50807.4,279388.2
Antigua and Barbuda,ATG,1995,59579.2,-28521.8,114198.5,0,-18000,0,110050.9,51918.8,289225.6
Antigua and Barbuda,ATG,1996,59783.4,-28606.1,112383.9,0,-18000,0,108049.3,53014,286624.5
Antigua and Barbuda,ATG,1997,62008.6,-28690.9,121273.1,0,-18000,0,67393.4,54102.4,258086.6
Antigua and Barbuda,ATG,1998,112104.7,-28776.2,113188.1,0,-18000,0,39220.4,55159.4,272896.4
Antigua and Barbuda,ATG,1999,124136.8,-28862,118552.9,0,-18000,0,44478.4,56162.5,296468.6
Antigua and Barbuda,ATG,2000,122044.6,-28948.3,117200,0,-18000,0,41900,57129.7,291326
Antigua and Barbuda,ATG,2001,120184.7,-18399.2,115600,0,-4000,0,43600,57943.7,314929.2
Antigua and Barbuda,ATG,2002,122240,-18473.1,119800,0,-4000,0,42200,58756.7,320523.6
Antigua and Barbuda,ATG,2003,124020,-18547.5,119500,0,-4000,0,50500,59467.8,330940.3
Antigua and Barbuda,ATG,2004,137291.1,-18622.6,128600,0,-4000,0,55400,60078.8,358747.3
Antigua and Barbuda,ATG,2005,138156.7,-18698.3,129800,0,-4000,0,56000,60790.8,362049.2
Antigua and Barbuda,ATG,2006,140225.1,93438.1,132000,0,93000,0,58800,61502.9,578966.1
Antigua and Barbuda,ATG,2007,147197.1,93438.1,135600,0,93000,0,60600,62213.9,592049.1
Antigua and Barbuda,ATG,2008,152217,93438.1,139100,0,93000,0,62900,62925.9,603581
Antigua and Barbuda,ATG,2009,157227,93438.1,142900,0,93000,0,65200,63637,615402.1
Antigua and Barbuda,ATG,2010,161248,93438.1,146700,0,93000,0,67500,64349,626235.1
Argentina,ARG,1990,28515724.9,-61442048.1,52662187.2,0,65804000,0,22029897.8,3496044.8,111065806.6
Argentina,ARG,1991,30036809.9,-61907724.7,55081425.9,0,65804000,0,22138927.5,3779498,114932936.6
Argentina,ARG,1992,32197507.9,-62381319.3,55050503.7,0,65804000,0,22248857.5,4036595.6,116956145.4
Argentina,ARG,1993,35812463.1,-62863035.4,51478508.2,0,65804000,0,24739135.5,4289895.2,119260966.6
Argentina,ARG,1994,38101626.8,-63353083.8,52019502.6,0,65804000,0,25532151.4,4579831,122684028
Argentina,ARG,1995,40092714.6,-63851682.6,50186827.1,0,65804000,0,25896850.7,4354449.5,122483159.3
Argentina,ARG,1996,42197356.1,-64359057.6,56937065.8,0,65931000,0,28405333.6,4445167.1,133556865
Argentina,ARG,1997,43409198.2,-64875442.5,57622829.2,0,65369000,0,25805425.8,5730361.8,133061372.5
Argentina,ARG,1998,45923444.6,-65401079.4,68084951.6,0,66735000,0,25926858.8,6030977.7,147300153.3
Argentina,ARG,1999,44534710.8,-65936219.3,70831086.4,0,66062000,0,27567105.4,6121903.4,149180586.7
Argentina,ARG,2000,44291000,-66481122.2,70725000,0,65320000,0,27000000,6239450,147094327.8
Argentina,ARG,2001,39262000,-58092337.3,65146000,0,83712000,0,25700000,6613410,162341072.7
Argentina,ARG,2002,33202400,-58660544.2,60910000,0,86750000,0,24700000,6160370,153062225.8
Argentina,ARG,2003,33792400,-59240949.4,66810000,0,85591000,0,26900000,6950230,160802680.6
Argentina,ARG,2004,36372400,-59833950,80220000,0,91973000,0,29300000,7392200,185423650
Argentina,ARG,2005,39114800,-60439960.5,79045000,0,87669000,0,30700000,8061260,184150099.5
Argentina,ARG,2006,41321000,-34633370.9,85974000,0,105466000,0,31600000,8681120,238408749.1
Argentina,ARG,2007,41955000,-34993444.9,91858000,0,97338000,0,32100000,9314090,237571645.1
Argentina,ARG,2008,40936000,-35361268.8,93272000,0,102414000,0,31900000,9457050,242617781.2
Argentina,ARG,2009,36511600,-35737095.4,90785000,0,103151000,0,32100000,8219010,235029514.6
Argentina,ARG,2010,38861600,-36121188.8,88721000,0,94811000,0,34300000,8889970,229462381.2
Armenia,ARM,1992,1861774.5,75781.1,6268612,0,128000,0,2594670.9,395583.7,11324422.2
Armenia,ARM,1993,1209289.3,75864.7,2825257.6,0,128000,0,923715.1,301552.3,5463679
Armenia,ARM,1994,162398.7,75948.5,1461445.9,0,128000,0,1064666.8,257753.4,3150213.3
Armenia,ARM,1995,115998.5,76032.3,1899105.5,0,128000,0,1358594,301637,3879367.3
Armenia,ARM,1996,60899.2,76116.3,2054311.3,0,128000,0,360216.1,321867.3,3001410.2
Armenia,ARM,1997,63799.3,76200.3,2653591.9,0,128000,0,439271,324268.8,3685131.3
Armenia,ARM,1998,69599.1,76284.5,2763529,0,128000,0,454123.9,325389.6,3816926.1
Armenia,ARM,1999,72499.2,76368.7,2488832.8,0,128000,0,377967.4,317597.8,3461265.9
Armenia,ARM,2000,580000,76453.1,2322000,0,128000,0,527000,287537.8,3920990.9
Armenia,ARM,2001,577000,82802.8,2340000,0,117000,0,550000,320701.8,3987504.6
Armenia,ARM,2002,551000,82852.6,1715000,0,117000,0,646000,342967.8,3454820.4
Armenia,ARM,2003,595000,82902.4,1863000,0,117000,0,820000,354757.8,3832660.2
Armenia,ARM,2004,580000,82952.3,1866000,0,117000,0,991000,411267.8,4048220.1
Armenia,ARM,2005,560000,83002.2,2309000,0,117000,0,1150000,456897.8,4675900
Armenia,ARM,2006,525000,-286706.8,2344000,0,125000,0,1140000,461887.8,4309181
Armenia,ARM,2007,516000,-286053,2800000,0,125000,0,1280000,501297.8,4936244.8
Armenia,ARM,2008,2750000,-285398.5,3280000,0,125000,0,1420000,517187.8,7806789.3
Armenia,ARM,2009,2500000,-284743.1,2220000,0,125000,0,1320000,516277.8,6396534.7
Armenia,ARM,2010,2760000,-284087,1563000,0,125000,0,1420000,549367.8,6133280.8
Aruba,ABW,1990,150459.6,-1184,342435.4,0,-1000,0,87818.2,35390.2,613919.4
Aruba,ABW,1991,147438.9,-1184,350117.9,0,-1000,0,90345.4,36884.1,622602.3
Aruba,ABW,1992,149650.7,-1184,375791.5,0,-1000,0,97406.1,38858.9,659523.2
Aruba,ABW,1993,153187.4,-1184,379648.6,0,-1000,0,110063.4,41073.1,681788.5
Aruba,ABW,1994,167094.3,-1184,363084.6,0,-1000,0,125212,43179.2,696386.1
Aruba,ABW,1995,168839.9,-1184,367070.7,0,-1000,0,120461.6,44924,699112.2
Aruba,ABW,1996,133614.6,-1184,0,0,-1000,0,4855.6,46171.7,182457.9
Aruba,ABW,1997,858413.3,-1184,0,0,-1000,0,7302.7,47090.2,910622.2
Aruba,ABW,1998,94514.9,-1184,0,0,-1000,0,23717.8,47753.5,163802.2
Aruba,ABW,1999,79171.1,-1184,0,0,-1000,0,25152.8,48354.2,150494.1
Aruba,ABW,2000,60601.7,-1184,0,0,-1000,0,140000,49056,247473.7
Aruba,ABW,2001,50704.4,-788.5,0,0,-1000,0,144000,49773.1,242689
Aruba,ABW,2002,55402.4,-788.5,0,0,-1000,0,150000,50690.2,254304.1
Aruba,ABW,2003,46402.9,-788.5,0,0,-1000,0,158000,51509.2,254123.6
Aruba,ABW,2004,48303.5,-788.5,0,0,-1000,0,156000,52325.2,254840.2
Aruba,ABW,2005,53005.4,-788.5,0,0,-1000,0,156000,52940.3,260157.2
Aruba,ABW,2006,67805,4004.5,0,0,4000,0,160000,53655.3,289464.8
Aruba,ABW,2007,61911.5,4004.5,0,0,4000,0,200000,54371.4,324287.4
Aruba,ABW,2008,62911.5,4004.5,0,0,4000,0,220000,55087.4,346003.4
Aruba,ABW,2009,66313.6,4004.5,0,0,4000,0,241000,55801.5,371119.6
Aruba,ABW,2010,69615.6,4004.5,0,0,4000,0,263000,56517.5,397137.6
Australia,AUS,1990,62401904,-6839515.4,187137330.7,189000,-2929000,11174.6,13683708.5,10547465.5,264202067.9
Australia,AUS,1991,60951965.6,-6839515.4,190304184.2,189000,-2929000,11409.8,13775855,10228306.3,265692205.5
Australia,AUS,1992,62456678.4,-6839515.4,192568945.5,189000,-2929000,11644.9,14208139.2,10007419.9,269673312.5
Australia,AUS,1993,63581816.2,-6839515.4,194829886.5,189000,-2929000,11880,14748211,10361888.3,273954166.6
Australia,AUS,1994,65236705.8,-6839515.4,195284628.9,189000,-2929000,12115.2,14604834.1,11297977.3,276856745.9
Australia,AUS,1995,67949189,-6839515.4,199885240.1,189000,-2929000,12350.4,15391423.5,10962280,284620967.6
Australia,AUS,1996,70450196.4,-6839515.4,212377363.7,189000,-3061000,12585.5,15816453.8,11094944.2,300040028.2
Australia,AUS,1997,71829566.3,-6839515.4,227447498.6,189000,-3225000,12820.7,16086999.7,11247225.5,316748595.4
Australia,AUS,1998,71848715.8,-6839515.4,246186730.9,189000,-3043000,13055.8,16445498.6,11718923.3,336519409
Australia,AUS,1999,73265576.6,-6839515.4,251253347.1,189000,-3303000,13291,16449238.9,11796389.4,342824327.6
Australia,AUS,2000,75533000,-6839515.4,250850000,189000,-2959000,13500,16200000,12308640,345295624.6
Australia,AUS,2001,74899000,-34992529.3,252510000,189000,45048000,13800,16500000,12564640,366731910.7
Australia,AUS,2002,76618000,-35029481.4,260799000,189000,43986000,14000,18000000,12598640,377175158.6
Australia,AUS,2003,78684000,-35066571.6,260976000,189000,47091000,14200,19100000,14863040,385850668.4
Australia,AUS,2004,78504000,-35103800.8,279351000,189000,43624000,14500,19800000,15007040,401385739.2
Australia,AUS,2005,79987000,-35141169.8,296047000,189000,43689000,14700,21100000,14987040,420872570.2
Australia,AUS,2006,77760000,-218729632.3,301470000,189000,1546000,14900,20800000,15926240,198976507.7
Australia,AUS,2007,79070000,-220260113.3,302830000,189000,557000,15200,20300000,16029740,198730826.7
Australia,AUS,2008,81790000,-221812140.7,314982000,189000,-427000,15400,20700000,16028140,211465399.3
Australia,AUS,2009,80280000,-223386172.5,314686000,189000,279000,15600,20800000,14891540,207754967.5
Australia,AUS,2010,80280000,-224982680.2,311062000,189000,-456000,15900,21100000,17694940,204903159.8
Austria,AUT,1990,12914701,-13971227.5,30635584.4,0,-11858000,7721,13412068.8,5640696.9,36781544.6
Austria,AUT,1991,14204533.3,-13986740.8,31810245.5,0,-11858000,7543.9,14782240.3,5549152.3,40508974.5
Austria,AUT,1992,14171212.9,-14002203.3,27931204.2,0,-11858000,7366.7,13903407.5,5417731.5,35570719.5
Austria,AUT,1993,14217211.8,-14017615.2,28154454.9,0,-11858000,7189.6,13713208.7,5388094.4,35604544.2
Austria,AUT,1994,14234203.1,-14032976.7,29616811.2,0,-11858000,7012.5,12675060.6,5448237.6,36090348.3
Austria,AUT,1995,14382227.3,-14048288.1,31410334.7,0,-11858000,6835.3,13819052.4,5155222.3,38867383.9
Austria,AUT,1996,15667228.6,-14063549.6,32797649.9,0,-11858000,6658.2,15290869.8,5338517,43179373.9
Austria,AUT,1997,14801949.3,-14078761.5,34753799.2,0,-11858000,6481,13529806.2,5417327,42572601.2
Austria,AUT,1998,16663050.1,-14093924,34470736.2,0,-11858000,6303.9,13606865.2,5260078.3,44055109.7
Austria,AUT,1999,15974479,-14109037.4,32543543.9,0,-11858000,6126.8,14175962.6,5266052.1,41999127
Austria,AUT,2000,17003600,-14124101.8,31853500,0,-11858000,5950,12600000,5370440,40851388.2
Austria,AUT,2001,18034600,-7966162.9,32775300,0,-7092000,5770,14300000,5361940,55419447.1
Austria,AUT,2002,19554600,-7969171.5,33578300,0,-7092000,5600,13400000,5413540,56890868.5
Austria,AUT,2003,21278500,-7972176,35904000,0,-7091000,5420,14600000,5423640,62148384
Austria,AUT,2004,24623500,-7975176.4,37174000,0,-7091000,5240,14000000,5493940,66230503.6
Austria,AUT,2005,25042000,-7978172.7,38473000,0,-7092000,5060,13600000,5507240,67557127.3
Austria,AUT,2006,23934400,-4687925.2,38629000,0,-4158000,4890,12000000,5975740,71698104.8
Austria,AUT,2007,24111400,-4688704.3,37438000,0,-4158000,4710,10200000,6207240,69114645.7
Austria,AUT,2008,23943400,-4689482.7,37878000,0,-4158000,4530,11100000,6268240,70346687.3
Austria,AUT,2009,23082100,-4690260.3,33056000,0,-4158000,4360,10300000,5924340,63518539.7
Austria,AUT,2010,23974900,-4691037.3,36671000,0,-4158000,4180,11500000,6591440,69892482.7
Azerbaijan,AZE,1992,3504111.6,-1150247.9,27217193.3,0,-1150000,0,11433977.4,969515.3,40824549.7
Azerbaijan,AZE,1993,3572873.9,-1150247.9,28948802.3,0,-1150000,0,7139670.8,662267,38023366.1
Azerbaijan,AZE,1994,4113308,-1150247.9,23470668.6,0,-1150000,0,8753025.8,541945.7,34578700.2
Azerbaijan,AZE,1995,3087185.1,-1150247.9,20898004.2,0,-1150000,0,7074539.8,343517.8,29102999
Azerbaijan,AZE,1996,2419189,-1150247.9,19271562.5,0,-1150000,0,6117924.9,362352.5,25870781
Azerbaijan,AZE,1997,1865174.8,-1150247.9,17986989.4,0,-1150000,0,6532051.4,391700.5,24475668.2
Azerbaijan,AZE,1998,1660861.5,-1150247.9,19420633.1,0,-1150000,0,6967978.1,353277.8,26102502.6
Azerbaijan,AZE,1999,1389630.2,-1150247.9,20378262.4,0,-1150000,0,6135115.2,356527.5,25959287.4
Azerbaijan,AZE,2000,2090500,-1150247.9,21097000,0,-1150000,0,6620000,396100,27903352.1
Azerbaijan,AZE,2001,2249900,-947209.2,18878000,0,-947000,0,6440000,512840,26186530.8
Azerbaijan,AZE,2002,2410000,-947209.2,17693000,0,-947000,0,6160000,673480,25042270.8
Azerbaijan,AZE,2003,2660000,-947209.2,19901000,0,-947000,0,6640000,801820,28108610.8
Azerbaijan,AZE,2004,3250000,-947209.2,19282000,0,-947000,0,6690000,1012750,28340540.8
Azerbaijan,AZE,2005,5021700,-947209.2,19106000,0,-947000,0,7090000,1099790,30423280.8
Azerbaijan,AZE,2006,4542290,-7464926.6,20055000,0,-7465000,0,6070000,1088530,16825893.4
Azerbaijan,AZE,2007,3401090,-7464926.6,16936000,0,-7465000,0,5760000,1129570,12296733.4
Azerbaijan,AZE,2008,4913700,-7464926.6,20593000,0,-7465000,0,7090000,1153310,18820083.4
Azerbaijan,AZE,2009,4366000,-7464926.6,16704000,0,-7465000,0,6380000,1143050,13663123.4
Azerbaijan,AZE,2010,4922300,-7464926.6,15859000,0,-7465000,0,6580000,1221590,13652963.4
Bahamas,BHS,1990,430054.2,-1451759.2,1193562.8,0,-1452000,0,1326937.1,321901.1,368696
Bahamas,BHS,1991,411793.3,-1451759.2,1211399,0,-1452000,0,1194048.4,327784.2,241265.7
Bahamas,BHS,1992,368149.3,-1451759.2,1086454.6,0,-1452000,0,964993.9,333905.7,-150255.7
Bahamas,BHS,1993,355814.7,-1451759.2,1045643.9,0,-1452000,0,893509,340152.4,-268639.2
Bahamas,BHS,1994,396260.6,-1451759.2,1125690.6,0,-1452000,0,982336.4,346356.6,-53115
Bahamas,BHS,1995,457133.5,-1451759.2,1280146.4,0,-1452000,0,1094056.9,352396.3,279973.9
Bahamas,BHS,1996,509460.3,-1451759.2,1400219,0,-1452000,0,1228405.5,358234,592559.6
Bahamas,BHS,1997,504743.5,-1451759.2,1391933.2,0,-1452000,0,914438.2,363908,271263.7
Bahamas,BHS,1998,910330.7,-1451759.2,1411075.6,0,-1452000,0,709014.7,369453.9,496115.7
Bahamas,BHS,1999,910945.2,-1451759.2,1336002.3,0,-1452000,0,707304.8,374941.2,425434.3
Bahamas,BHS,2000,919800,-1451759.2,1258000.1,0,-1452000,0,368000,380595.2,22636.1
Bahamas,BHS,2001,877730,-966894.7,1247000.1,0,-967000,0,366000,385645.3,942480.7
Bahamas,BHS,2002,894900,-966894.7,1332000.1,0,-967000,0,368000,391695.4,1052700.8
Bahamas,BHS,2003,983580,-966894.7,1507000.2,0,-967000,0,388000,396755.4,1341440.9
Bahamas,BHS,2004,1090240,-966894.7,1536000.2,0,-967000,0,424000,401805.5,1518151
Bahamas,BHS,2005,1109950,-966894.7,1549000.2,0,-967000,0,393000,407845.6,1525901.1
Bahamas,BHS,2006,1179240,4910265.4,1652000.2,0,4910000,0,418000,412895.6,13482401.2
